85,Osaka University
86,Moscow State University
87,The University of Western Australia
87,University of Basel
87,University of Strasbourg
90,KU Leuven
90,University of Arizona
92,University of Warwick
93,Arizona State University
93,"University of California, Santa Cruz"
93,University of Utah
96,McMaster University
97,University of Bonn
98,VU University Amsterdam
99,Michigan State University
100,Texas A&M; University
101-150,Aix Marseille University
101-150,Baylor College of Medicine
101-150,Case Western Reserve University
101-150,Emory University
101-150,Université libre de Bruxelles (ULB)
101-150,Georgia Institute of Technology
101-150,Icahn School of Medicine at Mount Sinai
101-150,Indiana University Bloomington
101-150,London School of Economics and Political Science
101-150,Lund University
101-150,Mayo Medical School
101-150,Monash University
101-150,National University of Singapore
101-150,Norwegian University of Science and Technology - NTNU
101-150,Peking University
101-150,Radboud University Nijmegen
101-150,Seoul National University
101-150,Shanghai Jiao Tong University
101-150,Swiss Federal Institute of Technology Lausanne
101-150,Technical University of Denmark
101-150,The University of Glasgow
101-150,The University of New South Wales
101-150,The University of Sheffield
101-150,The University of Texas M. D. Anderson Cancer Center
101-150,Tohoku University
101-150,Tsinghua University
101-150,Tufts University
101-150,University of Alberta
101-150,University of Amsterdam
101-150,University of Birmingham
101-150,"University of California, Riverside"
101-150,University of Frankfurt
101-150,University of Freiburg
101-150,University of Goettingen
101-150,University of Leeds
101-150,University of Liverpool
101-150,University of Massachusetts Amherst
101-150,University of Massachusetts Medical School - Worcester
101-150,University of Montreal
101-150,University of Muenster
101-150,University of Nottingham
101-150,University of Rochester
101-150,University of Sao Paulo
101-150,University of Southampton
101-150,University of Sydney
101-150,University of Virginia
101-150,University of Wageningen
101-150,University Paris Diderot - Paris 7
101-150,Weizmann Institute of Science
101-150,Zhejiang University
151-200,Cardiff University
151-200,Catholic University of Louvain
151-200,Erasmus University
151-200,Fudan University
151-200,George Mason University
151-200,Hokkaido University
151-200,Iowa State University
151-200,Joseph Fourier University (Grenoble 1)
151-200,King Abdulaziz University
151-200,King Saud University
151-200,Nanyang Technological University
151-200,National Taiwan University
151-200,North Carolina State University - Raleigh
151-200,Oregon Health and Science University
151-200,Oregon State University
151-200,Queen Mary University of London
151-200,Sapienza University of Rome
151-200,Sun Yat-sen University
151-200,Tel Aviv University
151-200,The Chinese University of Hong Kong
151-200,The University of Adelaide
151-200,The University of Georgia
151-200,The University of Hong Kong
151-200,Tokyo Institute of Technology
151-200,Trinity College Dublin
151-200,University of Barcelona
151-200,University of Bern
151-200,University of Buenos Aires
151-200,University of Delaware
151-200,University of Exeter
151-200,University of Gothenburg
151-200,University of Hamburg
151-200,University of Hawaii at Manoa
151-200,University of Illinois at Chicago
151-200,University of Iowa
151-200,University of Kiel
151-200,University of Koeln
151-200,University of Miami
151-200,University of Milan
151-200,University of Padua
151-200,University of Paris Descartes (Paris 5)
151-200,University of Pisa
151-200,University of Science and Technology of China
151-200,University of Sussex
151-200,University of Tennessee - Knoxville
151-200,University of Tuebingen
151-200,University of Turin
151-200,University of Vienna
151-200,University of Wuerzburg
151-200,Virginia Commonwealth University
201-300,Autonomous University of Barcelona
201-300,Autonomous University of Madrid
201-300,Beijing Normal University
201-300,Brandeis University
201-300,Charles University in Prague
201-300,City University of Hong Kong
201-300,Claude Bernard University Lyon 1
201-300,Colorado State University
201-300,Complutense University of Madrid
201-300,Curtin University
201-300,Dalhousie University
201-300,Dartmouth College
201-300,Delft University of Technology
201-300,Durham University
201-300,Ecole Normale Superieure - Lyon
201-300,Florida State University
201-300,Vrije Universiteit Brussel (VUB)
201-300,Harbin Institute of Technology
201-300,Huazhong University of Science and Technology
201-300,Indiana University-Purdue University at Indianapolis
201-300,Jilin University
201-300,Karlsruhe Institute of Technology (KIT)
201-300,Korea Advanced Institute of Science and Technology
201-300,Korea University
201-300,KTH Royal Institute of Technology
201-300,Kyushu University
201-300,Laval University
201-300,Louisiana State University - Baton Rouge
201-300,Maastricht University
201-300,Macquarie University
201-300,Medical University of Vienna
201-300,Nanjing University
201-300,National Autonomous University of Mexico
201-300,National Tsing Hua University
201-300,Newcastle University
201-300,Northeastern University
201-300,Paul Sabatier University (Toulouse 3)
201-300,Polytechnic Institute of Milan
201-300,Pompeu Fabra University
201-300,Queen's University
201-300,RWTH Aachen University
201-300,Simon Fraser University
201-300,Stony Brook University
201-300,Sungkyunkwan University
201-300,Swedish University of Agricultural Sciences
201-300,The George Washington University
201-300,The Hong Kong University of Science and Technology
201-300,The University of Auckland
201-300,The University of Calgary
201-300,The University of Dundee
201-300,The University of New Mexico - Albuquerque
201-300,The University of Texas Health Science Center at Houston
201-300,Toulouse School of Economics
201-300,TU Dresden
201-300,"University at Buffalo, the State University of New York"
201-300,University of Aberdeen
201-300,University of Alabama at Birmingham
201-300,University of Bergen
201-300,University of Bologna
201-300,University of Bordeaux
201-300,University of Cape Town
201-300,University of Cincinnati
201-300,University of East Anglia
201-300,University of Erlangen-Nuremberg
201-300,University of Florence
201-300,University of Guelph
201-300,University of Houston
201-300,University of Innsbruck
201-300,University of Kansas
201-300,University of Kentucky
201-300,University of Lausanne
201-300,University of Leicester
201-300,University of Leipzig
201-300,University of Liege
201-300,University of Lisbon
201-300,University of Lorraine
201-300,University of Mainz
201-300,University of Marburg
201-300,"University of Maryland, Baltimore"
201-300,University of Montpellier
201-300,University of Nebraska - Lincoln
201-300,University of Notre Dame
201-300,University of Otago
201-300,University of Ottawa
201-300,University of South Carolina - Columbia
201-300,University of South Florida
201-300,University of Southern Denmark
201-300,University of Stuttgart
201-300,University of Tehran
201-300,University of the Witwatersrand
201-300,University of Tsukuba
201-300,University of Victoria
201-300,University of Waterloo
201-300,University of Wollongong
201-300,University of York
201-300,Virginia Polytechnic Institute and State University
201-300,Western University
201-300,Xian Jiao Tong University
201-300,Yeshiva University
201-300,Yonsei University
301-400,Aalborg University
301-400,Beihang University
301-400,Brigham Young University
301-400,Central South University
301-400,Chalmers University of Technology
301-400,Chiba University
301-400,China Agricultural University
301-400,China Medical University
301-400,City University of New York City College
301-400,Dalian University of Technology
301-400,Deakin University
301-400,Drexel University
301-400,Ecole Polytechnique
301-400,Eindhoven University of Technology
301-400,ESPCI ParisTech
301-400,Federal University of Rio de Janeiro
301-400,Flinders University
301-400,Georgetown University
301-400,Griffith University
301-400,Hannover Medical School
301-400,Hanyang University
301-400,Indian Institute of Science
301-400,Jagiellonian University
301-400,James Cook University
301-400,Keio University
301-400,King Abdullah University of Science and Technology
301-400,Kobe University
301-400,Kyung Hee University
301-400,Lancaster University
301-400,Lanzhou University
301-400,Linkoping University
301-400,London School of Hygiene & Tropical Medicine
301-400,Nankai University
301-400,National and Kapodistrian University of Athens
301-400,National Cheng Kung University
301-400,National Chiao Tung University
301-400,Paris Dauphine University (Paris 9)
301-400,Pohang University of Science and Technology
301-400,Polytechnic University of Valencia
301-400,Queen's University Belfast
301-400,Rensselaer Polytechnic Institute
301-400,Saint Petersburg State University
301-400,San Diego State University
301-400,Scuola Normale Superiore - Pisa
301-400,Shandong University
301-400,Sichuan University
301-400,South China University of Technology
301-400,Southeast University
301-400,Swinburne University of Technology
301-400,Technical University of Berlin
301-400,Temple University
301-400,The Hong Kong Polytechnic University
301-400,"The University of Newcastle, Australia"
301-400,The University of Reading
301-400,The University of Texas at Dallas
301-400,The University of Texas Health Science Center at San Antonio
301-400,Thomas Jefferson University
301-400,Tianjin University
301-400,Tongji University
301-400,Tulane University
301-400,Umea University
301-400,UNESP
301-400,University at Albany (State University of New York)
301-400,University College Dublin
301-400,University of Antwerp
301-400,University of Belgrade
301-400,University of Bochum
301-400,University of Campinas
301-400,University of Central Florida
301-400,University of Chile
301-400,University of Colorado at Denver
301-400,University of Connecticut
301-400,University of Duesseldorf
301-400,University of Duisburg-Essen
301-400,University of Giessen
301-400,University of Granada
301-400,University of Malaya
301-400,University of Manitoba
301-400,University of Missouri - Columbia
301-400,University of Montana - Missoula
301-400,University of Naples Federico II
301-400,University of New Hampshire - Durham
301-400,University of Oregon
301-400,University of Oulu
301-400,University of Porto
301-400,University of Saskatchewan
301-400,University of St Andrews
301-400,University of Tasmania
301-400,"University of Technology, Sydney"
301-400,University of Turku
301-400,University of Twente
301-400,University of Ulm
301-400,University of Valencia
301-400,University of Vermont
301-400,University of Warsaw
301-400,University of Wyoming
301-400,Washington State University
301-400,Wayne State University
301-400,Wuhan University
301-400,Xiamen University
401-500,Aalto University
401-500,Aristotle University of Thessaloniki
401-500,Auburn University
401-500,Bar-Ilan University
401-500,Ben-Gurion University of the Negev
401-500,Bielefeld University
401-500,Boston College
401-500,Brunel University
401-500,Cairo University
401-500,Capital Medical University
401-500,Carleton University
401-500,Catholic University of Chile
401-500,Catholic University of Korea
401-500,Catholic University of the Sacred Heart
401-500,Chang Gung University
401-500,Clemson University
401-500,East China University of Science and Technology
401-500,Eotvos Lorand University
401-500,Ewha Womans University
401-500,Federal University of Minas Gerais
401-500,Federal University of Rio Grande do Sul
401-500,Florida International University
401-500,Hiroshima University
401-500,Istanbul University
401-500,Kanazawa University
401-500,Kansas State University
401-500,King Fahd University of Petroleum & Minerals
401-500,Kyungpook National University
401-500,Medical University of Graz
401-500,Medical University of South Carolina
401-500,MINES ParisTech
401-500,Nanjing Medical University
401-500,Nara Institute of Science and Technology
401-500,National Sun Yat-Sen University
401-500,Okayama University
401-500,Oklahoma State University
401-500,Peking Union Medical College
401-500,Polytechnic University of Catalonia
401-500,Pusan National University
401-500,Queensland University of Technology
401-500,Rush University
401-500,Saint Louis University
401-500,Sharif University of Technology
401-500,Soochow University
401-500,State University of New York Health Science Center at Brooklyn
401-500,Stellenbosch University
401-500,Stockholm School of Economics
401-500,Syracuse University
401-500,Technical University Darmstadt
401-500,Technical University of Braunschweig
401-500,Texas Tech University
401-500,The University of Texas Medical Branch at Galveston
401-500,The University of Tokushima
401-500,Tokyo Medical and Dental University
401-500,University College Cork
401-500,University of Alaska - Fairbanks
401-500,University of Arkansas at Fayetteville
401-500,University of Arkansas at Little Rock
401-500,University of Auvergne
401-500,University of Bath
401-500,University of Bayreuth
401-500,University of Bremen
401-500,University of Coimbra
401-500,University of Eastern Finland
401-500,University of Essex
401-500,University of Ferrara
401-500,University of Genoa
401-500,University of Graz
401-500,University of Halle-Wittenberg
401-500,University of Hannover
401-500,University of Jena
401-500,University of Jyvaskyla
401-500,University of Konstanz
401-500,University of KwaZulu-Natal
401-500,University of Ljubljana
401-500,"University of Maryland, Baltimore County"
401-500,University of Milan - Bicocca
401-500,University of Nice Sophia Antipolis
401-500,University of Oklahoma - Norman
401-500,University of Palermo
401-500,University of Parma
401-500,University of Pavia
401-500,University of Perugia
401-500,University of Quebec
401-500,University of Regensburg
401-500,University of Rennes 1
401-500,University of Rhode Island
401-500,University of Roma - Tor Vergata
401-500,University of Rostock
401-500,University of Santiago Compostela
401-500,"University of Science, Malaysia"
401-500,University of Seville
401-500,University of Surrey
401-500,University of Szeged
401-500,University of the Basque Country
401-500,University of Trieste
401-500,University of Zaragoza
401-500,Utah State University
401-500,Vienna University of Technology
401-500,Wake Forest University
